name,abn,total_income,taxable_income,tax_payable,income_year,postcode
AUSTREO COMMERCIAL VENTURES PTY LTD,19618406901,165775220,76965482.0,23089645.0,2021-22,3000
AUSWIDE BANK LTD,40087652060,118349468,34334753.0,10278379.0,2021-22,4670
AUTO & GENERAL HOLDINGS PTY LTD,84086321459,451705245,21934514.0,6580354.0,2021-22,4066
AUTO & GENERAL INSURANCE COMPANY LIMITED,42111586353,1853513036,80553028.0,24165908.0,2021-22,4066
AUTO CLASSIC (W.A.) PTY LTD,66009124690,262475547,11901796.0,3570539.0,2021-22,6008
AUTO CORNER PTY LTD,45009905079,240100365,14256260.0,4276878.0,2021-22,4740
AUTODESK AUSTRALIA PTY LTD,91006741340,161244720,14504910.0,2020303.0,2021-22,2060
AUTOMATIC DATA PROCESSING LIMITED,70003924945,215238033,47827495.0,12113414.0,2021-22,3170
AUTOMOTIVE IMPORTS PTY LTD,29005378727,246809074,11075285.0,3322586.0,2021-22,3129
AUTOPACIFIC GROUP TOPCO PTY LTD,68635465780,204809776,32241784.0,7785016.0,2021-22,3173
AUTOPACT PTY LTD,44608040606,1363752777,60844404.0,18253321.0,2021-22,4557
AUTOSPORTS CASTLE HILL PTY LIMITED,65163974481,272811525,10821115.0,3246334.0,2021-22,2040
AUTOSPORTS LEICHHARDT PTY LTD,38161160765,148721566,5430439.0,1629132.0,2021-22,2046
AVANADE AUSTRALIA PTY LIMITED,58093925207,335855086,54323922.0,16284276.0,2021-22,2000
AVANT MUTUAL GROUP LIMITED,58123154898,650100246,153849635.0,38504706.0,2021-22,2000
AVENG AUSTRALIA HOLDINGS PTY LTD,33108058331,1244607002,325425.0,,2021-22,3121
AVEO HEALTHCARE LIMITED,75061421565,175003301,,,2021-22,2000
AVERY PROPERTIES PTY LTD,40007713564,172924098,23106841.0,6932052.0,2021-22,3194
AVID PROPERTY GROUP HOLDINGS PTY LTD,46608054833,491703289,100243197.0,30072959.0,2021-22,2000
AVIS MANAGEMENT PTY LTD,50001889336,545252789,,,2021-22,2020
AVJENNINGS LIMITED,44004327771,210978150,7117623.0,2135287.0,2021-22,2153
AWARE SUPER ELG FINCO PTY LTD,76649973311,295342939,,,2021-22,2000
AWLENCAN INNOVATIONS AUSTRALIA PTY LTD,45629939948,946369271,220938.0,66281.0,2021-22,3000
AWP AUSTRALIA HOLDINGS PTY LTD,75097227211,151039002,,,2021-22,4000
AXICOM HOLDCO PTY LTD,78605798829,262745691,50564921.0,15169476.0,2021-22,2065
AZ NEXT GENERATION ADVISORY LIMITED,57167960018,116772000,23958795.0,7187638.0,2021-22,2000
B & E FOODS PTY LTD,69629618837,230860562,4225351.0,1267605.0,2021-22,2148
B&W RURAL PTY LTD,33068943528,275358182,24387996.0,7316399.0,2021-22,5000
B. BRAUN AUSTRALIA PTY LTD,56002945155,143593248,8818360.0,2645508.0,2021-22,2153
B.M.D. HOLDINGS PTY. LIMITED,47010093348,1232206217,31610694.0,8732350.0,2021-22,4178
BABCOCK & BROWN INTERNATIONAL PTY LTD,76108617483,271177479,,,2021-22,2000
BABCOCK AUSTRALIA HOLDINGS PTY LTD,99602953739,360245855,13954153.0,,2021-22,5000
BABY BUNTING GROUP LIMITED,58128533693,508355619,21283237.0,6384971.0,2021-22,3175
BAC HOLDINGS LIMITED,67108568038,991059091,,,2021-22,4008
BADGE GROUP HOLDINGS PTY LTD,18606660271,426628680,,,2021-22,5035
BADGER HOLDINGS AUSTRALIA PTY LIMITED,43627251889,211524453,6651523.0,1953604.0,2021-22,2300
BAE SYSTEMS AUSTRALIA HOLDINGS LIMITED,44008648333,1146422403,158378115.0,35466463.0,2021-22,5111
BAIADA POULTRY PTY LIMITED,96002925948,2303324689,11448356.0,3434507.0,2021-22,2145
BAIN INTERNATIONAL INC,29003850619,202659001,30225524.0,9066657.0,2021-22,2000
BAKER HUGHES GROUP AUSTRALIA PTY LTD,77618893226,964724522,61505259.0,18451578.0,2021-22,6000
BALL & DOGGETT GROUP PTY LTD,59146091625,317878624,17560362.0,5268109.0,2021-22,3195
BALVERONA PTY LTD,78002826173,1539028873,124967263.0,37480515.0,2021-22,2141
BANK AUSTRALIA LIMITED,21087651607,236754424,72387870.0,19526435.0,2021-22,3066
BANK OF AMERICA NATIONAL ASSOCIATION,51064874531,543499438,82164740.0,24649422.0,2021-22,2000
BANK OF CHINA (AUSTRALIA) LIMITED,28110077622,112985047,42465312.0,12739550.0,2021-22,2000
BANK OF CHINA LIMITED,29002979955,1026071098,282303095.0,84583316.0,2021-22,2000
BANK OF COMMUNICATIONS CO LTD,74137909963,286237476,107034975.0,32110492.0,2021-22,2000
BANK OF QUEENSLAND LIMITED,32009656740,2645225475,446153632.0,132994557.0,2021-22,4006
BANPU AUSTRALIA CO. PTY LTD,56136468007,969052823,,,2021-22,2000
BAO AUSTRALIA PTY LTD,54063463945,129403687,5048318.0,1497007.0,2021-22,6000
BAPCOR LIMITED,80153199912,1639749550,131878079.0,39563424.0,2021-22,3149
BAPSH PTY LTD,54605702618,514047308,,,2021-22,2000
BARALABA COAL COMPANY PTY LTD,42096909634,302525675,,,2021-22,4000
BAROB PTY LTD,38001024915,261571317,125293833.0,37165912.0,2021-22,2061
BARRENJOEY CAPITAL PARTNERS GROUP HOLDINGS PTY LIMITED,44644241510,242368851,,,2021-22,2000
BARRICK (AUSTRALIA PACIFIC HOLDINGS) PTY LTD,68085702558,609546474,,,2021-22,6000
BARTO INDUSTRY CO PTY LTD,84616407777,155070504,,,2021-22,6005
BARTTER HOLDINGS PTY LIMITED,84104671561,2448712659,,,2021-22,2145
BASE RESOURCES LIMITED,88125546910,112420596,,,2021-22,6005
BASF AUSTRALIA LTD,62008437867,615423023,42385389.0,3300145.0,2021-22,3006
BASW PTY LTD,63601452199,183223732,9799991.0,2939997.0,2021-22,4405
BATCHFIRE CALLIDE PTY LTD,55081022228,273469417,,,2021-22,4000
BAXTER HEALTHCARE PTY LTD,43000392781,920035235,59395967.0,17817054.0,2021-22,2146
BAYER AUSTRALIA LIMITED,22000138714,1513075751,102216798.0,25976944.0,2021-22,2073
BBC STUDIOS AUSTRALIA HOLDINGS PTY LTD,85127624104,161073774,20080329.0,5410584.0,2021-22,2060
BBMG INVESTMENTS PTY LTD,98624128749,241607773,9404559.0,2821368.0,2021-22,4178
BBPHA 1 PTY LTD,15144078151,3203703511,93010094.0,27903028.0,2021-22,2000
BBQSAM HOLDINGS PTY LTD,41159613706,641235518,37184612.0,11155384.0,2021-22,4123
BDD FOODS PTY LTD,49002400339,861372298,,,2021-22,2550
BDD MILK PTY LTD,63051195272,938764638,,,2021-22,2550
BDO GROUP HOLDINGS LIMITED,77133657833,354981779,74274192.0,22282258.0,2021-22,4000
BEACH ENERGY LIMITED,20007617969,1607720401,331589817.0,99476945.0,2021-22,5000
BEAUTY BAY PRODUCE PTY LTD,93051941854,309745837,,,2021-22,2140
BEC FEED SOLUTIONS PTY LTD,36010345150,220025481,1160291.0,348087.0,2021-22,4300
BECA PTY LTD,85004974341,117036632,12958446.0,3634538.0,2021-22,3004
BECHTEL AUSTRALIA PTY LTD,42006334505,304147484,27530412.0,8259124.0,2021-22,4006
BECTON DICKINSON PTY LIMITED,82005914796,372205611,35323096.0,10596929.0,2021-22,2113
BEGA CHEESE LIMITED,81008358503,1933963674,106740654.0,,2021-22,2550
BEGA DAIRY AND DRINKS SERVICES PTY LTD,63080706887,162406272,,,2021-22,2550
BEIERSDORF AUSTRALIA LIMITED,98000025623,211205819,14203732.0,4261120.0,2021-22,2113
BEIJER REF HOLDINGS AUSTRALIA PTY LTD,28607082379,314081132,18420872.0,5371976.0,2021-22,2200
BELL FINANCIAL GROUP LIMITED,59083194763,288737336,64452331.0,19335590.0,2021-22,3000
BELRON AUSTRALIA PTY LIMITED,97001052704,283783229,27619973.0,8285992.0,2021-22,2211
BENDIGO AND ADELAIDE BANK LIMITED,11068049178,2046648939,696637627.0,199726631.0,2021-22,3550
BENGERANG NO. 1 PTY LTD,53629739402,376886001,,,2021-22,2400
BENNELONG FUNDS MANAGEMENT LTD,39111214085,155077409,,,2021-22,3000
BENNETT'S PETROLEUM SUPPLIES PTY. LTD.,71009508285,237757503,3063900.0,918971.0,2021-22,7008
BERKLEY INSURANCE COMPANY- AUSTRALIAN BRANCH,53126559706,446370246,59519260.0,17709331.0,2021-22,2000
BERKSHIRE HATHAWAY SPECIALTY INSURANCE COMPANY AUSTRALIAN BRANCH,84600643034,736607889,61749044.0,18524713.0,2021-22,2000
BERRI PTY LIMITED,71008077889,144092941,,,2021-22,3008
BESIX AUSTRALIA HOLDINGS PTY LTD,48629502843,843751480,95638.0,,2021-22,4006
BEST & LESS PTY LIMITED,29003724696,495975148,43652826.0,13095848.0,2021-22,2040
BEST BAR PTY LTD,48068713539,342705830,22559294.0,6767788.0,2021-22,6168
BEST FRIENDS PETS HOLDINGS PTY LIMITED,54159280412,203891941,,,2021-22,3350
BESTON GLOBAL FOOD COMPANY LIMITED,28603023383,140497828,,,2021-22,5034
BEUMER GROUP AUSTRALIA PTY LTD,27154255919,111154492,17640874.0,5292262.0,2021-22,2085
BEYOND BANK AUSTRALIA LIMITED,15087651143,214862517,54263653.0,15329761.0,2021-22,5000
BFB HOLDCO PTY LTD,29630396619,172279230,997177.0,283628.0,2021-22,2666
BGC (AUSTRALIA) PTY LTD,62005736005,1098177351,,,2021-22,6017
BHCA1 PTY LTD,61611057991,418315451,13447789.0,1637738.0,2021-22,2000
BHP ALUMINIUM AUSTRALIA PTY LTD,65063671349,1703825806,668543918.0,200513352.0,2021-22,4000
BHP GROUP LIMITED,49004028077,87387398006,40298379937.0,9483568682.0,2021-22,3000
BHP IRON ORE (JIMBLEBAR) PTY LTD,95009114210,8762425130,6206271556.0,1861881467.0,2021-22,6000
BIDFOOD AUSTRALIA LIMITED,33000228231,2396693440,125669708.0,37695662.0,2021-22,2019
BIELBY GROUP PTY LTD,30647283083,227686686,1345404.0,403621.0,2021-22,4064
BIFM AUS HOLDINGS PTY LTD,16632468109,692287651,42933034.0,12879910.0,2021-22,2000
BIG BEN HOLDINGS PTY LIMITED,63008434562,589501328,112932173.0,31487044.0,2021-22,2323
BIG RIVER INDUSTRIES LTD,72609901377,409325505,18134009.0,5368390.0,2021-22,2460
BILD GROUP PTY LTD,48645883996,253891291,,,2021-22,3061
BILLABONG GOLD PTY LTD,34613900922,183823759,,,2021-22,6005
BILLBERGIA GROUP HOLDING PTY LTD,32633155423,240177000,16440652.0,4932196.0,2021-22,2114
BING LEE ELECTRICS PTY LTD,61000733488,530708386,41747606.0,12524282.0,2021-22,2161
BINTAN PTY LIMITED,18095076421,928176428,,,2021-22,2527
BIOGEN AUSTRALIA PTY LIMITED,30095760115,125739448,8271978.0,2481593.0,2021-22,2113
BIOMAR PTY LTD,52619617248,158360970,11215059.0,2103187.0,2021-22,7307
BIOPAK PTY LTD,48119998711,127568616,14205153.0,4261546.0,2021-22,2022
BIOSTIME HEALTHY AUSTRALIA PTY LTD,17608153528,355928011,,,2021-22,3066
BIS INDUSTRIES HOLDINGS LIMITED,48622481752,454375251,,,2021-22,6017
BISALLOY STEEL GROUP LIMITED,22098674545,104980333,18103998.0,5225177.0,2021-22,2526
BKI INVESTMENT COMPANY LTD,23106719868,115419284,137491496.0,1341274.0,2021-22,2000
BLACK RIVER AG FUND 2 HOLDINGS (AUSTRALIA) PTY LTD,58162498624,136844998,5758474.0,,2021-22,2000
BLACKHAWK NETWORK (AUSTRALIA) PTY LTD,84123251703,143184154,6063241.0,1818972.0,2021-22,2060
BLACKMAGIC DESIGN PTY LTD,30098098287,580531157,9765507.0,176924.0,2021-22,3205
BLACKMORES LIMITED,35009713437,548812665,43565844.0,8797722.0,2021-22,2102
BLACKROCK AUSTRALIA HOLDCO PTY LTD,22139463693,196301702,59818623.0,17945587.0,2021-22,2000
BLACQUA PTE LTD,62169810011,1852406341,122512600.0,28155865.0,2021-22,4575
BLOC HOLDINGS (ACT) PTY LTD,74149091565,241750829,9538418.0,2861525.0,2021-22,2600
BLOOMBERG AUSTRALIA PTY LTD,47622777851,291114722,32120275.0,9636082.0,2021-22,2000
BLUE NRG PTY LTD,30151014658,203546280,,,2021-22,3000
BLUESCOPE STEEL LIMITED,16000011058,9131530938,1249533582.0,139799533.0,2021-22,3000
BLUEWATERS POWER 1 PTY LTD,93106034879,132527012,,,2021-22,6000
BLUEWATERS POWER 2 PTY LTD,57122896968,160082468,22737140.0,6821142.0,2021-22,6000
BLUM AUSTRALIA PTY LTD,80076459713,135302801,14591815.0,4377544.0,2021-22,2171
BLUNDSTONE AUSTRALIA PTY LTD,60009475852,342299853,88620748.0,26279723.0,2021-22,7009
BM ALLIANCE COAL OPERATIONS PTY LTD,67096412752,987585152,,,2021-22,4000
BMW AUSTRALIA LIMITED,11004675129,2201981803,188821352.0,56646406.0,2021-22,3170
BNC GLOBAL INVESTMENTS PTY LTD,39618091517,221143328,255654.0,76696.0,2021-22,4211
BNK BANKING CORPORATION LIMITED,63087651849,380790081,60622058.0,17564755.0,2021-22,6000
BNP PARIBAS ARBITRAGE,51150201880,128359724,,,2021-22,2000
BNP PARIBAS S.A.,23000000117,216901488,61691363.0,17851696.0,2021-22,2000
BNP PARIBAS SECURITIES SERVICES AUSTRALIAN BRANCH,87149440291,266959408,11596170.0,3478851.0,2021-22,2000
BOART LONGYEAR PTY LIMITED,49123052728,327843217,,,2021-22,5950
BOC AIP LIMITED PARTNERSHIP,19883689849,258264119,368908043.0,,2021-22,2113
BOC LIMITED,95000029729,1839679892,357510761.0,107035961.0,2021-22,2113
BOEHRINGER INGELHEIM PTY LIMITED,52000452308,551828671,46891488.0,11644386.0,2021-22,2113
BOEING AUSTRALIA HOLDINGS PTY LTD,42101168932,1274350504,177185064.0,37089173.0,2021-22,2000
BOLLORE LOGISTICS AUSTRALIA PTY LTD,91055370575,200429503,4675615.0,1402684.0,2021-22,2019
BOMBARDIER TRANSPORTATION AUSTRALIA PTY LTD,73010699804,610746373,,,2021-22,3175
BONNEY ENERGY GROUP PTY LTD,24053113992,469820326,5160903.0,1548271.0,2021-22,7310
BOOKTOPIA PTY LTD,24096845126,240982654,,,2021-22,2138
BOOM LOGISTICS LIMITED,28095466961,216072430,7697903.0,,2021-22,3006
BOORTMALT AUSTRALIA PTY LTD,70634393338,421067840,7890022.0,2367007.0,2021-22,3006
BORAL LIMITED,13008421761,4084736740,,,2021-22,2113
BORG MANUFACTURING PTY LIMITED,31003246357,865970670,116689684.0,35006905.0,2021-22,2250
BOSTON SCIENTIFIC PTY LIMITED,45071676063,302097759,23575322.0,7072597.0,2021-22,2020
BOUYGUES CONSTRUCTION AUSTRALIA PTY LTD,37144013801,775912443,,,2021-22,2065
BOWEN & POMEROY PTY LTD,78004174887,513257243,42978798.0,12548037.0,2021-22,3803
BOWEN BASIN COAL PTY LTD,22065321440,512815869,10090325.0,3027098.0,2021-22,4000
BOWEN INVESTMENT (AUSTRALIA) PTY LTD,12002806831,102918268,4699688.0,1172492.0,2021-22,6000
BOYNE SMELTERS LIMITED,90010061935,1130654916,14277263.0,,2021-22,4680
BP REGIONAL AUSTRALASIA HOLDINGS PTY LTD,91092495700,20614971450,583872404.0,168927872.0,2021-22,3008
BPIH PTY LIMITED,61100364234,789299380,,,2021-22,2000
BPL ADELAIDE PTY LIMITED,40108037798,463622196,,,2021-22,2145
BPW TRANSPEC PTY LTD,63006645272,125261458,13832598.0,4149779.0,2021-22,3026
BRADKEN PTY LIMITED,33108693009,434154977,23954946.0,,2021-22,2304
BRADNAMS WINDOWS AND DOORS PTY LTD,78010409819,326889275,34330904.0,10202842.0,2021-22,4034
BRAHMAN COMMODITIES PTY LTD,70653879157,185442973,10231883.0,3069565.0,2021-22,2011
BRAMBLES LIMITED,89118896021,1101099923,283015899.0,70685623.0,2021-22,2000
BRANDO AUS HOLDCO PTY LTD,31632004392,273888205,8771276.0,2631383.0,2021-22,2000
BRANDT TRACTOR PTY LTD,73157830656,386685358,24965415.0,7489624.0,2021-22,3355
BRAVE LOGISTICS PTY LTD,73627919411,428942288,5847530.0,1754259.0,2021-22,5031
BRAVURA SOLUTIONS LIMITED,54164391128,147052824,,,2021-22,2000
BRENNAN VDI PTY LIMITED,38125976007,153944253,12802723.0,3743536.0,2021-22,2000
BRENNTAG AUSTRALIA PTY LTD,84117996595,114126000,4452309.0,1335693.0,2021-22,3170
BREVILLE GROUP LIMITED,90086933431,500184437,134102490.0,22896877.0,2021-22,2015
BRICE METALS AUSTRALIA PTY LIMITED,21098296201,228494630,30332314.0,9099694.0,2021-22,5013
BRICKLANE RESOURCES PTY LTD,46629911959,262401961,779425.0,,2021-22,2000
BRICKWORKS LIMITED,17000028526,2191874303,111915179.0,,2021-22,2175
BRIDGESTONE AUSTRALIA LTD,65007516841,622865602,34379814.0,10313944.0,2021-22,5063
BRIDGESTONE MINING SOLUTIONS AUSTRALIA PTY LTD,74000069714,714563555,29979913.0,8993974.0,2021-22,2190
BRIGHT FOOD GROUP HOLDINGS PTY LTD,95152610645,569334158,8738986.0,2621696.0,2021-22,2766
BRIGHT TREASURE PTY LTD,18636561432,159413245,,,2021-22,2000
BRISBANE MARKETS LIMITED,39064983017,106493198,7955928.0,1487531.0,2021-22,4106
BRISTOL-MYERS SQUIBB AUSTRALIA PTY LTD,33004333322,516997242,76766871.0,12588459.0,2021-22,3170
BRISTOW HELICOPTERS AUSTRALIA PTY LTD,92000565579,114296202,,,2021-22,6100
BRITISH AMERICAN TOBACCO SOUTH EAST ASIA PTY LIMITED,23095066345,889255603,419936255.0,123754436.0,2021-22,2000
BROOKFIELD PROPERTY PARTNERS (BPY) AUSTRALIA PTY LTD,30620697252,229902267,30940613.0,9282184.0,2021-22,2000
BROTHER INTERNATIONAL (AUST) PTY LTD,17001393835,170824764,10461610.0,3138483.0,2021-22,2766
BROWN-FORMAN AUSTRALIA PTY LIMITED,87000064086,305586852,18660455.0,5598136.0,2021-22,2010
BRP AUSTRALIA PTY LTD,64097370100,289379423,23762286.0,,2021-22,2000
BRUNEL AUSTRALIA HOLDINGS PTY LTD,60078544126,144631562,,,2021-22,6000
BSA LIMITED,50088412748,467035366,,,2021-22,2067
BSN MEDICAL AUSTRALIA FINANCE HOLDING PTY LTD,83159120135,238179165,26126980.0,7811705.0,2021-22,3170
BT AUSTRALASIA PTY LIMITED,93003050146,167386376,10254111.0,3076233.0,2021-22,2000
BTO LT HOLD PTY LTD,85623323044,346438635,162998672.0,48899602.0,2021-22,3000
BU12 AUSTRALIA PTY LTD,84644038433,278852091,1358658.0,407597.0,2021-22,6000
BU13 AUSTRALIA PTY LTD,31644038648,159203089,778466.0,233540.0,2021-22,6000
BUCHER MUNICIPAL PTY LTD,68004992090,154404967,4754037.0,1021318.0,2021-22,3168
BUICK HOLDINGS PTY LTD,76094424674,886448782,8567018.0,2569813.0,2021-22,6005
BUILDCORP GROUP PTY LIMITED,85091336168,602976429,13581900.0,4074570.0,2021-22,2050
BUILT GROUP HOLDINGS PTY LIMITED,88163462637,1722609253,52527758.0,15721808.0,2021-22,2000
BUNDABERG BREWED DRINKS PTY LTD,40009781953,243104110,7338190.0,2188490.0,2021-22,4670
BUNGE AGRIBUSINESS AUSTRALIA PTY LTD,46097843582,604549289,,,2021-22,3006
BUNZL AUSTRALASIA LIMITED,18004611090,720082881,54431212.0,16329364.0,2021-22,3170
BUPA ANZ GROUP PTY LTD,95608490455,8979670076,561751005.0,167876796.0,2021-22,3000
BURBANK TRADING PTY LTD,37011066934,242204649,10717746.0,3215324.0,2021-22,4131
BUREAU VERITAS AUSTRALIA PTY LTD,15090874570,283413925,1356395.0,,2021-22,3000
BURNS PHILP & COMPANY PTY LIMITED,65000000359,103030989,,,2021-22,2000
BURRUP FACILITIES COMPANY PTY LTD,28122234539,1217496978,773554984.0,232066495.0,2021-22,6000
BURRUP TRAIN 1 PTY LTD,77122234306,1903008611,499641531.0,149892459.0,2021-22,6000
BUSY BEES AUSTRALIA HOLDING PTY LTD,82625449809,160865193,5083015.0,1524904.0,2021-22,4012
BX BUNKA AUSTRALIA PTY LTD,74124163793,152846230,4586536.0,1204056.0,2021-22,4076
BYERWEN COAL PTY LTD,64133357632,1360700777,503326773.0,150931815.0,2021-22,4000
BYRNECUT AUSTRALIA PTY LTD,94129142516,1648164695,,,2021-22,6105
C R KENNEDY & CO PTY LTD,50008458884,251620458,16826620.0,4921472.0,2021-22,3207
C.H. ROBINSON (AUSTRALIA) PTY LTD,93614158879,665425825,21441413.0,6432424.0,2021-22,3207
C0001 PTY LTD,13618935069,1026749981,,,2021-22,4101
CADENCE CAPITAL LIMITED,17112870096,1757231957,50508762.0,11209762.0,2021-22,2000
CADENCE OPPORTUNITIES FUND LIMITED,37627359166,269073882,842257.0,,2021-22,2000
CAESARSTONE AUSTRALIA PTY LTD,45121819976,157978714,5984817.0,1795445.0,2021-22,2170
CALIBRE GROUP PTY LTD,44100255623,451888865,,,2021-22,2060
CAMCARSTRUCKS PTY LTD,90169620213,823274077,34100296.0,10230089.0,2021-22,3173
CAMERON APME HOLDING PTY LTD,37141037925,250212634,13476808.0,4043042.0,2021-22,6105
CAML RESOURCES PTY LTD,84080649029,252226591,27929353.0,8378806.0,2021-22,4000
CAMPAIGN MONITOR AUSTRALIA 1 PTY LIMITED,45604705473,108175350,8830228.0,2647955.0,2021-22,2000
CAMPARI AUSTRALIA PTY LIMITED,72137554726,172320728,5254789.0,1576437.0,2021-22,2060
CANACCORD FINANCIAL GROUP (AUSTRALIA) PTY LTD,53128279336,287721454,56712306.0,17013692.0,2021-22,3000
CANADIAN IMPERIAL BANK OF COMMERCE,33608235847,204716082,39444901.0,11833470.0,2021-22,2000
CANADIAN SOLAR MSS (AUSTRALIA) PTY LTD,44607434300,237753652,9791086.0,2937326.0,2021-22,3053
CANBERRA AIRPORT HOLDINGS PTY LTD,98008608928,1028262808,100997608.0,30298919.0,2021-22,2609
CANON AUSTRALIA PTY LTD,66005002951,588798051,37355624.0,10887737.0,2021-22,2113
CANON MEDICAL SYSTEMS ANZ PTY LIMITED,73612054707,108668129,9200235.0,2760070.0,2021-22,2154
CANTARELLA BROS PTY LIMITED,68000095607,210377780,10464953.0,3139486.0,2021-22,2128
CANVA INC.,13640855101,811040372,,,2021-22,2010
CAPE AUSTRALIA HOLDINGS PTY LIMITED,12126824397,232903443,6717684.0,2015305.0,2021-22,6164
CAPE PRESTON PORT COMPANY PTY LTD,84147842153,164713635,6901362.0,2070409.0,2021-22,6000
CAPGEMINI AUSTRALIA PTY LIMITED,11092284314,568875630,22878235.0,6863470.0,2021-22,2000
CAPITAL SMART GROUP HOLDINGS PTY LTD,86637044092,294015949,,,2021-22,3178
CAPITOL HEALTH LIMITED,84117391812,161960163,496379.0,,2021-22,3002
CAPRAL LIMITED,78004213692,596184219,,,2021-22,4304
CAPRICORN METALS LTD,84121700105,287222954,,,2021-22,6005
CAPRICORN MUTUAL LIMITED,24104601194,147970796,181558.0,54005.0,2021-22,6005
CAPRICORN SOCIETY LIMITED,29008347313,173991716,47008060.0,13457726.0,2021-22,6000
CARDIFF CAR CITY HOLDINGS PTY LTD,15602181751,130706572,4246572.0,1273972.0,2021-22,6005
CARDNO LIMITED,70108112303,961808905,,,2021-22,2000
CARGOTEC AUSTRALIA PTY LTD,72097663431,198612076,,,2021-22,3175
CARL ZEISS PTY LTD,82008410704,113328744,11028902.0,2397005.0,2021-22,2113
CARLISLE HOMES PTY LTD,86106263209,465499241,12674519.0,3030928.0,2021-22,3170
CARNEY TOWNSVILLE PARTNERSHIP,16842172023,150038910,4529627.0,1358888.0,2021-22,4814
CARPET COURT AUSTRALIA LIMITED,77001195697,231351205,59050.0,17715.0,2021-22,3168
CARRIER INVESTMENTS AUSTRALIA PTY LTD,12117282149,837946146,68157854.0,18093617.0,2021-22,3172
CARSALES.COM LIMITED,91074444018,397497438,240842563.0,65145188.0,2021-22,3121
CASA TECHNOLOGIES PTY LIMITED,11632730020,295471200,,,2021-22,2000
CASELLA WINES PTY LIMITED,96060745315,482622835,45267708.0,13580312.0,2021-22,2681
CASEY BLOCK SERVICES PTY LTD,19619574186,518019430,418245539.0,125473662.0,2021-22,3181
CASH CONVERTERS INTERNATIONAL LIMITED,39069141546,246999724,31536088.0,9404288.0,2021-22,6000
CATER CARE HOLDINGS PTY LTD,69603124812,310471002,12977825.0,3893348.0,2021-22,2000
CATERPILLAR FINANCIAL AUSTRALIA LIMITED,70006714585,260658757,70952951.0,20835833.0,2021-22,3043
CATERPILLAR HOLDINGS AUSTRALIA PTY LTD,26003430135,1138554169,301995563.0,81522126.0,2021-22,3043
CATHAY PACIFIC AIRWAYS LIMITED,57000479514,142877573,,,2021-22,2000
CBH GRAIN PTY LTD,39089394883,5176485032,446557412.0,133963089.0,2021-22,6000
CBH GROUP HOLDINGS PTY LTD,74068223147,340667772,3340719.0,1002216.0,2021-22,6000
CBH RESOURCES LIMITED,27009423858,136091619,,,2021-22,2060
CBRE PTY LTD,57057373574,802452531,54469574.0,15787653.0,2021-22,4000
CCCI AUSTRALIA PTY LTD,95603555988,6312929540,,,2021-22,3000
CCEP HOLDINGS (AUSTRALIA) PTY LTD,80645547968,2193804220,56265293.0,16604417.0,2021-22,2060
CCW CO-OPERATIVE LTD,52715276984,102016094,66837.0,20051.0,2021-22,5344
CDB GOLDAIR AUSTRALIA PTY LTD,50162661323,116830474,15362607.0,4608782.0,2021-22,3041
CDC GROUP HOLDINGS PTY LTD,67612332073,587471841,,,2021-22,2609
CDC MANAGEMENT PTY LTD,50606815178,758885671,166311242.0,49893373.0,2021-22,2000
CEA TECHNOLOGIES PTY LIMITED,99059951183,205261201,32435776.0,2154858.0,2021-22,2609
CEDAR WOODS PROPERTIES LIMITED,47009259081,337091185,52981753.0,15894526.0,2021-22,6005
CELGENE PTY LIMITED,42118998771,169421061,18702735.0,5610820.0,2021-22,3170
CEMENT AUSTRALIA HOLDINGS PTY LTD,99001085561,469921415,69072366.0,13204378.0,2021-22,4076
CENTAMIN EGYPT LIMITED,86007700352,985193759,,,2021-22,6153
CENTENARY AUSTRALIA PTY LIMITED,77085156216,378342913,10004435.0,2753407.0,2021-22,2011
CENTRE COM SUNSHINE PTY LTD,96084165293,228858418,1093119.0,327936.0,2021-22,3032
